section_base,section_top,section_thickness,CompositeHeight,RefSec_CompositeHeight,Formation,Min,OrigMin,GrainSize,Dunham,Facies,LFA,More,Features,Notes,Section,Peritidal ,Storm,Silt,Msfall T-R cycrles,Medium T-R cycrles,Large T-R cycrles,BEDDING,LAMIE,FEATURES,LITHOLOGY,Quartz Sand,Anhydrite Laths,Pisoids,Irregular Lamie,Irregular Stroms,Fenestrae,DoMfal Stroms,Msfall Stroms/Tall Stroms,Ooids,Xbedded Grainstones,Conophyton Stroms,Medium Stroms,Large DoMfal Stroms,Edgewise Conglomerate,Crinkly laminites 
8.8,9,0.2,518.66,518.66,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
9,9.6,0.6,518.86,518.86,Shuram,CA,CA,,si,Si,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
9.6,12,2.4,519.46,519.46,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
12,14,2,521.86,521.86,Shuram,CA,CA,,si,Si,,,ball and pillow,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
14,16,2,523.86,523.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
16,17.5,1.5,525.86,525.86,Shuram,CA,CA,,cov,Cov,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
17.5,18.2,0.7,527.36,527.36,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
18.2,20.4,2.2,528.06,528.06,Shuram,CA,CA,,cov,Cov,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
20.4,21.5,1.1,530.26,530.26,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
21.5,23.5,2,531.36,531.36,Shuram,CA,CA,,si,Si,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
23.5,26,2.5,533.36,533.36,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
26,31.5,5.5,535.86,535.86,Shuram,CA,CA,,cov,Cov,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
31.5,33,1.5,541.36,541.36,Shuram,CA,CA,,si,Si,,,ball and pillow,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
33,34,1,542.86,542.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
34,35,1,543.86,543.86,Shuram,CA,CA,,cov,Cov,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
35,35.5,0.5,544.86,544.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
35.5,36.5,1,545.36,545.36,Shuram,CA,CA,,cov,Cov,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
36.5,36.7,0.2,546.36,546.36,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
36.7,39,2.3,546.56,546.56,Shuram,CA,CA,,cov,Cov,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
39,39.5,0.5,548.86,548.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
39.5,40.8,1.3,549.36,549.36,Shuram,CA,CA,,cov,Cov,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
40.8,43,2.2,550.66,550.66,Shuram,CA,CA,,g,Goo,,oo grn,,,MDE3, , , ,,,,,,,,,,,,,,,,,,,,,,
43,44,1,552.86,552.86,Shuram,CA,CA,,si,Si,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
44,44.5,0.5,553.86,553.86,Shuram,CA,CA,,g,Goo,,oo grn,,,MDE3, , , ,,,,,,,,,,,,,,,,,,,,,,
44.5,47,2.5,554.36,554.36,Shuram,CA,CA,,cov,Cov,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
47,47.4,0.4,556.86,556.86,Shuram,CA,CA,,g,Goo,,oo grn,,,MDE3, , , ,,,,,,,,,,,,,,,,,,,,,,
47.4,50,2.6,557.26,557.26,Shuram,CA,CA,,cov,Cov,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
50,50.5,0.5,559.86,559.86,Shuram,CA,CA,,r,BIewc,,ic cong,intraclasts,,MDE3, , , ,,,,,,,,,,,,,,,,,,,,,,
50.5,53,2.5,560.36,560.36,Shuram,CA,CA,,cov,Cov,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
53,54,1,562.86,562.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
54,55.5,1.5,563.86,563.86,Shuram,CA,CA,,cov,Cov,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
55.5,56.6,1.1,565.36,565.36,Shuram,CA,CA,,si,Si,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
56.6,57,0.4,566.46,566.46,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
57,60.5,3.5,566.86,566.86,Shuram,CA,CA,,cov,Cov,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
60.5,63.5,3,570.36,570.36,Shuram,CA,CA,,si,Si,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
63.5,65,1.5,573.36,573.36,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
65,67,2,574.86,574.86,Shuram,CA,CA,,si,Si,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
67,67.5,0.5,576.86,576.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
67.5,68.5,1,577.36,577.36,Shuram,CA,CA,,si,Si,,,,,MDE3, , ,silt,,,,,,,,,,,,,,,,,,,,,,
68.5,69,0.5,578.36,578.36,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDE3, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
0,0.8,0.8,578.86,578.86,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
0.8,1.4,0.6,579.66,579.66,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
1.4,1.7,0.3,580.26,580.26,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
1.7,2.5,0.8,580.56,580.56,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
2.5,3,0.5,581.36,581.36,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
3,4.7,1.7,581.86,581.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
4.7,5.2,0.5,583.56,583.56,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
5.2,6,0.8,584.06,584.06,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
6,6.3,0.3,584.86,584.86,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
6.3,7,0.7,585.16,585.16,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
7,7.5,0.5,585.86,585.86,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
7.5,10,2.5,586.36,586.36,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
10,11.2,1.2,588.86,588.86,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
11.2,11.7,0.5,590.06,590.06,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
11.7,13,1.3,590.56,590.56,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
13,13.5,0.5,591.86,591.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
13.5,18,4.5,592.36,592.36,Shuram,CA,CA,,cov,Cov,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
18,19,1,596.86,596.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
19,21,2,597.86,597.86,Shuram,CA,CA,,cov,Cov,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
21,22.5,1.5,599.86,599.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
22.5,24,1.5,601.36,601.36,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
24,25,1,602.86,602.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
25,26.5,1.5,603.86,603.86,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
26.5,27.6,1.1,605.36,605.36,Shuram,CA,CA,,cov,Cov,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
27.6,29,1.4,606.46,606.46,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
29,30,1,607.86,607.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
30,32.7,2.7,608.86,608.86,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
32.7,34,1.3,611.56,611.56,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
34,36,2,612.86,612.86,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
36,37,1,614.86,614.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
37,40,3,615.86,615.86,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
40,40.5,0.5,618.86,618.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
40.5,42,1.5,619.36,619.36,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
42,45,3,620.86,620.86,Shuram,CA,CA,,g,Goo,,oo grn,ooids,,MDS, ,storm, ,,,,,,,,,,,,,,,,,,,,,,
45,53,8,623.86,623.86,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
53,53.5,0.5,631.86,631.86,Shuram,CA,CA,,g,Goo,,oo grn,"ooids, ripples",,MDS, , , ,,,,,,,,,,,,,,,,,,,,,,
53.5,65,11.5,632.36,632.36,Shuram,CA,CA,,si,Si,,,,,MDS, , ,silt,,,,,,,,,,,,,,,,,,,,,,
65,65.5,0.5,643.86,643.86,Shuram,CA,CA,,g,Goo,,oo grn,"ooids, ripples",,MDS, , , ,,,,,,,,,,,,,,,,,,,,,,
