Counter_Type,Counter_Height,Dome,Section,Meter,Sample,Formation,Group,Composite_Height,Use,Microanalysis_Type,Facies,WaterDepth,Min,d13C,d18O,d13Corg,CAP13C,d34SCAS,d34Spy,Dd34S,TOC,Pyrite,SO4,Ca44_40,Ca44_42,Ca44_43,d26Mg,d25Mg,Mn_ppm,Sr_ppm,Fe_ppm,Na_ppm,Mg_ppm,Al_ppm,P_ppm,S_ppm,K_ppm,Ca_ppm,Ti_ppm,Li_ppm,Be_ppm,B_ppm,Sc_ppm,V_ppm,Cr_ppm,Ba_ppm,Cd_ppm,Cu_ppm,Ni_ppm,Pb_ppm,Zn_ppm,Y_ppm,Zr_ppm,Mg_MgCa,Sr_Ca_mmol_mol,Mg_Ca_mmol_mol,Mn_Ca_mmol_mol,U_Ca_mmol_mol,Mn_Sr_mmol_mol,Mn_Sr_ppm,Al_Acetic_ppm,Ca_Acetic,Fe_Acetic_ppm,K_Acetic_ppm,Mg_Acetic_ppm,Mn_Acetic_ppm,Na_Acetic_ppm,S_Acetic_ppm,Sr_Acetic_ppm,N,mean_pct_carb,d13C_VPDB,d18O_VPDB_mineral,d18Ow_VSMOW,d18Ow_VSMOW_1SE_lower,d18Ow_VSMOW_1SE_upper,d18Ow_VSMOW_2SE_lower,d18Ow_VSMOW_2SE_upper,d18Ow_VSMOW_lower,d18Ow_VSMOW_upper,D47,SE,SE_2,SD,CL_95_pct,T_MIT,T_MIT_SE_lower,T_MIT_SE_upper,T_MIT_2SE_lower,T_MIT_2SE_upper,T_MIT_95CL_lower,T_MIT_95CL_upper,D48,D48_SE,D48_SD,D48_95_CL,Mineralogy,Type,Form_T,err_Form_T,Calibration,Author,ordering_ratio,Mg,alt_Sample,Counter,Location,Country_Min,Formation.1,T_Petersen,d47_VPDB,d18Ow_VSMOW_MK77,d18Ow_VSMOW_MK77_upper,d18Ow_VSMOW_MK77_lower,d18Ow_VSMOW_H14,d18Ow_VSMOW_H14_upper,d18Ow_VSMOW_H14_lower,d18Ow_VSMOW_H14_lower.1,d18Ow_VSMOW_V05,d18Ow_VSMOW_V05_upper,d18Ow_VSMOW_V05_lower,d18Ow_VSMOW_KON97,d18Ow_VSMOW_KON97_upper,d18Ow_VSMOW_KON97_lower,d18Ow_VSMOW_A21,d18Ow_VSMOW_A21.1,d18Ow_VSMOW_A21_upper,d18Ow_VSMOW_A21_lower,Data_Reference,Published,AgeModel,T_calc_sw1_a21
1429,,GSB,MQT,3752,MQT_3752,Shuram,peak,396,0,,calcareous shale,,CA,-10.72,-8.45,-26.298972,15.58,24.97354174,,,0.13935,0.0104825,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9842829,59.75955575
993,,GSB,MQT,3750,MQT_3750,Shuram,peak,398,0,,calcareous shale,,CA,-12.05,-9.19,-24.9630072,12.92,25.09225348,,,0.0604,0.030605156,400,,,,,,705.112,114.854,33580,640,18440,17180,600,1548.99159,5430,42220,804.52268,29.209,0.819,,6.944,46.898,51.45,,,,,,,,,0.303989449,,,,,,6.139202814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9803536,64.5558521
1430,,GSB,MQT,3746,MQT_3746,Shuram,peak,402,0,,calcareous shale,,CA,-11.82,-9.18,-25.7339512,13.91,24.8736341,,,0.0967,0.011324844,3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9724951,64.49009207
1431,,GSB,MQT,3742,MQT_3742,Shuram,peak,406,0,,calcareous shale,,CA,-11.93,-9.37,-24.4081304,12.48,23.89674063,,,0.12085,0.036501563,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9646365,65.74404252
67,,GSB,MQT,3740,MQT_3740,Shuram,peak,408,0,,calcareous shale,,CA,-11.7,-9.24,,,24.62957918,,,0.06925,0.036969531,,,,,,,570.266,169.018,28380,680,16990,17340,590,4066.59572,4760,54430,804.51371,25.538,0.939,,6.26,48.788,49.717,,,,,,,,,0.237888547,,,,,,3.373995669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9607073,64.88504681
994,,GSB,MQT,3736,MQT_3736,Shuram,peak,412,0,,calcareous shale,,CA,-10.96,-8.98,-25.0477096,14.09,24.32831205,,,0.08625,0.014319844,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9528487,63.18038712
1432,,GSB,MQT,3732,MQT_3732,Shuram,peak,416,0,,calcareous shale,,CA,-10.79,-8.68,-23.8126776,13.02,24.73903246,,,0.1229,0.016004531,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9449902,61.23525864
1433,,GSB,MQT,3730,MQT_3730,Shuram,peak,418,0,,calcareous shale,,CA,-10.66,-9.03,,,24.75219952,-6.813703921,31.56590344,0.0624,0.037063125,,,,,,,772.64,211.42,26140,650,18250,19520,560,2514.29501,4660,74270,729.91233,27.885,0.852,,5.723,49.621,50.286,,,,,,,,,0.197254648,,,,,,3.654526535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9410609,63.50683513
995,,GSB,MQT,3726,MQT_3726,Shuram,peak,422,0,,calcareous shale,,CA,-8.92,-8.51,-26.2193416,17.3,24.46680617,,,0.1152,0.035378438,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9332024,60.14323162
1434,,GSB,MQT,3722,MQT_3722,Shuram,peak,426,0,,calcareous shale,,CA,-8.54,-7.93,-24.5004408,15.96,24.24919664,,,0.1207,0.0434275,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9253438,56.47195393
996,,GSB,MQT,3720,MQT_3720,Shuram,peak,428,0,,calcareous shale,,CA,-8.53,-7.41,,,23.1345821,,,0.0688,0.038654219,,,,,,,460.26,371.001,20040,550,14860,9780,580,8546.74062,3520,80440,625.20722,16.144,0.746,,4.747,32.848,33.5,,,,,,,,,0.155928646,,,,,,1.240589648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9214145,53.25032221
997,,GSB,MQT,3716,MQT_3716,Shuram,peak,432,0,,calcareous shale,,CA,-7.9,-8,-25.7121416,17.81,24.1674837,,,0.1284,0.032570625,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.913556,56.91062889
1435,,GSB,MQT,3712,MQT_3712,Shuram,peak,436,0,,calcareous shale,,CA,-7.69,-7.49,-25.781628,18.1,24.91217923,,,0.1072,0.070944063,7200,,,,,,426,,21400,1450,26700,12400,470,8940,4300,115000,500,22.3,0.7,30,3.9,33,35.3,,,,,,,,,0.195261438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9056974,53.74174363
1436,,GSB,MQT,3706,MQT_3706,Shuram,peak,442,0,,calcareous shale,,CA,-7.2,-7.83,-26.126524,18.93,24.84638013,,,0.0915,0.100706875,4800,,,,,,465,,20400,1930,23900,12400,490,9340,4300,98500,500,23.7,0.6,30,3.9,35,38.3,,,,,,,,,0.188426253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.8939096,55.84734775
998,,GSB,MQT,3702,MQT_3702,Shuram,peak,446,0,,calcareous shale,,CA,-8.89,-8.09,-24.6678168,15.78,24.41913322,,,0.1229,0.02995,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.8860511,57.47640388
1437,,GSB,MQT,3700,MQT_3700,Shuram,peak,448,0,,calcareous shale,,CA,-9.17,-7.52,,,24.15775172,,,0.0606,0.033974531,,,,,,,426.081,446.732,19160,450,15860,7850,600,8896.16118,2490,63920,699.6747,16.661,0.603,,3.573,28.056,31.781,,,,,,,,,0.198796691,,,,,,0.953773179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.8821218,53.92641861
1438,,GSB,MQT,3696,MQT_3696,Shuram,peak,452,0,,calcareous shale,,CA,-8.59,-8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.8742633,57.60240216
1439,,GSB,MQT,3692,MQT_3692,Shuram,peak,456,0,,calcareous shale,,CA,-8.52,-7.7,-24.94982,16.43,24.77619232,,,0.1159,0.06663875,8300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.8664047,55.0389834
66,,GSB,MQT,3690,MQT_3690,Shuram,peak,458,0,,calcareous shale,,CA,-8.08,-7.35,,,24.6009747,,,0.1037,0.078431563,7000,,,,,,443,,22400,910,15600,10400,490,6290,3500,90900,600,24.2,0.7,36,3.4,31,32,,,,,,,,,0.190535492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.8624754,52.88275058
536,,GSB,MQT,3686,MQT_3686,Shuram,peak,462,0,,calcareous shale,,CA,-7.58,-7.22,,,25.23981122,-12.50611252,37.74592374,0.1381,0.092283438,10900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.8546169,52.08925428
1440,,GSB,MQT,3682,MQT_3682,Shuram,peak,466,0,,calcareous shale,,CA,-7.71,-7.72,-25.1308904,17.42,24.65760354,,,0.1499,0.084795938,6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.8467583,55.16308161
1441,,GSB,MQT,3680,MQT_3680,Shuram,peak,468,0,,calcareous shale,,CA,-8.78,-7.06,,,24.48181379,-12.05522859,36.53704238,0.076,0.042959531,,,,,,,511.31,138.396,35040,530,26300,10350,570,2238.66617,2720,34690,505.55314,24.089,0.704,,4.679,35.507,43.58,,,,,,,,,0.431218232,,,,,,3.694543195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.8428291,51.1180713
1442,,GSB,MQT,3676,MQT_3676,Shuram,peak,472,0,,calcareous shale,,CA,,,-25.8495928,25.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.8349705,
1443,,GSB,MQT,3670,MQT_3670,Shuram,peak,478,0,,calcareous shale,,CA,-10.05,-8.44,,,23.68370234,-9.347628762,33.0313311,,,4300,,,,,,528,,18100,1220,30600,10400,470,13090,3700,130000,400,15.6,0.7,21,4,33,43.7,,,,,,,,,0.146478873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.8231827,59.6956979
1444,,GSB,MQT,3662,MQT_3662,Shuram,peak,486,0,,calcareous shale,,CA,-9.32,-7.73,,,,,,,,,,,,,,260.875,315.77,4250,160,17670,2730,470,13642.98814,1030,90580,239.93958,8.423,0.148,,1.528,6.152,9.963,,,,,,,,,0.163233256,,,,,,0.826155113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.8074656,55.22516685
65,,GSB,MQT,3660,MQT_3660,Shuram,peak,488,0,,calcareous shale,,CA,-9.55,-7.66,-27.5071308,17.96,22.87140462,-15.2420476,38.11345222,,,5400,,,,,,433.429,281.741,17290,465,13935,7060,660,8066.8049,2985,76265,734.8387,14.003,0.6225,,4.1575,23.4255,63.1805,,,,,,,,,0.154490022,,,,,,1.538395193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.8035363,54.7910757
1445,,GSB,MQT,3658,MQT_3658,Shuram,peak,490,0,,calcareous shale,,CA,-9.71,-8.32,,,23.59952166,,,,,6900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.7996071,58.93136004
999,,GSB,MQT,3656,MQT_3656,Shuram,peak,492,0,,calcareous shale,,CA,,,-25.5833343,25.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.7956778,
1000,,GSB,MQT,3652,MQT_3652,Shuram,peak,496,0,,calcareous shale,,CA,-8.71,-7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.7878193,55.97207451
1446,,GSB,MQT,3650,MQT_3650,Shuram,peak,498,0,,silty limestone,,CA,-8.51,-6.99,,,22.66575272,,,0.097,0.028920469,,,,,,,429.083,802.133,17340,420,14220,6840,650,7967.12626,2870,77770,717.25522,13.758,0.595,,3.873,22.788,61.216,,,,,,,,,0.15458202,,,,,,0.512805233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.78389,50.69504913
1001,,GSB,MQT,3648,MQT_3648,Shuram,peak,500,0,,silty limestone,,CA,-7.7,-5.97,,,,,,,,,,,,,,437.775,639.718,17240,510,13650,7280,660,8166.48354,3100,74760,752.42217,14.248,0.65,,4.442,24.063,65.145,,,,,,,,,0.154394299,,,,,,0.696284926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.7799607,44.65714155
1447,,GSB,MQT,3644,MQT_3644,Shuram,peak,504,0,,silty limestone,,CA,,,-26.99649945,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.7721022,
1002,,GSB,MQT,3636,MQT_3636,Shuram,peak,512,0,,silty limestone,,CA,,,-25.7703335,25.77,,,,,,,,,,,,528,,15700,1440,11800,6500,610,5220,2500,160000,400,11,0.5,19,3,24,29.4,,,,,,,,,0.068684517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.7563851,
1448,,GSB,MQT,3630,MQT_3630,Shuram,peak,518,0,,silty limestone,,CA,-9.51,-8.17,-28.4515288,18.94,22.39886043,-13.61560245,36.01446287,0.0676,0.038747813,510,,,,,,441.073,310.467,10340,350,8890,4240,680,4969.30264,2100,148520,387.13637,7.835,0.412,,2.81,17.196,51.353,,,,,,,,,0.056476717,,,,,,1.420675949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.7445972,57.98098913
1003,,GSB,MQT,3626,MQT_3626,Shuram,peak,522,0,,silty limestone,,CA,,,-25.74340155,25.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.7367387,
1449,,GSB,MQT,3624,MQT_3624,Shuram,peak,524,0,,silty limestone,,CA,-9.23,-8.22,-27.07780345,17.85,24.2202342,-10.25818158,34.47841578,,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.7328094,58.29715849
1004,,GSB,MQT,3620,MQT_3620,Shuram,peak,528,0,,silty limestone,,CA,-8.39,-7.58,-27.9998686,19.61,22.4532534,-8.591323682,31.04457708,0.0743,0.053254844,700,,,,,,381.454,427.632,11920,320,13100,4940,440,10068.70309,2690,122600,360.69307,10.666,0.431,,3.152,21.209,57.67,,,,,,,,,0.096536478,,,,,,0.892014629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.7249509,54.29641206
64,,GSB,MQT,3616,MQT_3616,Shuram,peak,532,0,,silty limestone,,CA,-8.45,-7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.7170923,53.86483648
1450,,GSB,MQT,3610,MQT_3610,Shuram,peak,538,0,,silty limestone,,CA,-8.46,-7.79,-29.64276792,21.18,21.95171226,-15.90928436,37.86099662,,,770,,,,,,463.408,361.924,10650,360,12570,4770,750,6384.33398,2750,153540,372.2767,10.009,0.463,,2.937,20.231,39.012,,,,,,,,,0.075672747,,,,,,1.28040141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.7053045,55.59818515
1005,,GSB,MQT,3606,MQT_3606,Shuram,peak,542,0,,silty limestone,,CA,-8.44,-7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.697446,56.1593468
1006,,GSB,MQT,3600,MQT_3600,Shuram,peak,548,0,,silty limestone,,CA,-8.52,-9.18,,,23.03543804,-10.12964078,33.16507882,0.0574,0.029107656,,,,,,,582.387,467.038,11120,620,17660,5170,650,4769.06051,2570,217890,226.85226,8.364,0.436,,2.945,18.873,25.048,,,,,,,,,0.074973466,,,,,,1.246979903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.6856582,64.49009207
1451,,GSB,MQT,3596,MQT_3596,Shuram,peak,552,0,,silty limestone,,CA,-8.23,-7.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.6777996,52.39397536
1007,,GSB,MQT,3590,MQT_3590,Shuram,peak,558,0,,silty limestone,,CA,-8.33,-7.66,-24.44863535,16.12,23.76796753,-16.42014034,40.18810787,,,1500,,,,,,495,,8800,1230,14300,3500,610,3920,1600,183000,200,7.9,0.7,16,2.2,15,16.1,,,,,,,,,0.072478459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.6660118,54.7910757
1452,,GSB,MQT,3586,MQT_3586,Shuram,peak,562,0,,silty limestone,,CA,-8.15,-7.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.6581532,55.78502076
1008,,GSB,MQT,3580,MQT_3580,Shuram,rec,568,0,,silty limestone,,CA,-7.52,-7.71,-26.76478305,19.24,23.3750095,-15.70735986,39.08236936,,,1100,,,,,,361,,5900,1060,24200,4100,380,9700,2200,235000,,8.1,0.7,19,2.3,16,17,,,,,,,,,0.088050314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.6463654,55.10102046
1453,,GSB,MQT,3576,MQT_3576,Shuram,rec,572,0,,silty limestone,,CA,-7.38,-7.13,-28.6525603,21.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.6385069,51.54223
1009,,GSB,MQT,3574,MQT_3574,Shuram,rec,572.556962,0,,silty limestone,,CA,-7.35,-7.36,,,23.6312688,-14.20658781,37.83785661,,,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.6374126,52.94395348
1454,,GSB,MQT,3570,MQT_3570,Shuram,rec,578,0,,silty limestone,,CA,-7.25,-6.93,-28.62145215,21.37,23.01223622,-20.24213133,43.25436755,,,1100,,,,,,413,,6900,1400,19400,2900,610,5910,1700,212000,,6.5,0.5,18,1.4,9,10.9,,,,,,,,,0.083837511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.6267191,50.33335982
1010,,GSB,MQT,3566,MQT_3566,Shuram,rec,580.721519,0,,silty limestone,,CA,-7.08,-7.3,-28.8566273,21.78,22.54149369,-14.89605999,37.43755368,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.6213723,52.57708962
63,,GSB,MQT,3564,MQT_3564,Shuram,rec,586.164557,0,,silty limestone,,CA,-7.07,-6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.6106787,48.47777209
1455,,GSB,MQT,3560,MQT_3560,Shuram,rec,591.6075949,0,,silty limestone,,CA,-7.12,-7.63,,,21.17064071,-20.1903551,41.36099581,0.08515,0.062895,,,,,,,495,,8800,1210,20800,4700,680,7660,2500,214000,100,9.5,0.6,20,2,11,13,,,,,,,,,0.088586031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.5999851,54.60539711
1011,,GSB,MQT,3556,MQT_3556,Shuram,rec,599.7721519,0,,silty limestone,,CA,-6.92,-6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.5839447,46.40885784
1012,,GSB,MQT,3550,MQT_3550,Shuram,rec,605.2151899,0,,silty limestone,,CA,-6.81,-6.61,-30.8404408,24.03,22.28684875,-22.47795388,44.76480263,,,1300,,,,,,360.489,1310,9940,300,18890,4650,530,12943.39678,2730,168800,193.77964,13.021,0.431,,2.471,11.729,46.065,,,,,,,,,0.10064468,,,,,,0.275182443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.5732511,48.41827837
62,,GSB,MQT,3546,MQT_3546,Shuram,rec,613.3797468,0,,silty limestone,,CA,-6.66,-7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.5572107,51.23914332
1013,,GSB,MQT,3540,MQT_3540,Shuram,rec,618.8227848,0,,silty limestone,,CA,-6.55,-7.06,-29.0486961,22.5,23.70014204,-16.43339263,40.13353467,,,1600,,,,,,257,,7600,1220,29700,5100,370,10660,2600,220000,,15,0.7,24,1.7,12,13.1,,,,,,,,,0.118942731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.5465171,51.1180713
61,,GSB,MQT,3536,MQT_3536,Shuram,rec,626.9873418,0,,silty limestone,,CA,-6.9,-6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.5304767,48.8352098
